flow_key,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Times,Idle Mean,Idle Std,Idle Max,Idle Min,first_timestamp,last_timestamp,src_ip,dst_ip
"('192.168.1.7', 58700, '103.53.14.0', 80)",1.1230800151824951,67,0,4842,0,490,54,0,0,0,inf,0,0,0,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.26865671641791,0,0,72.26865671641791,67,0,0,0,0,0,0,0,0,0,0,0,0,1.1223208328791667,0,1.1230800151824951,0.06754088401794434,"[0.06754088401794434, 0.10725283622741699, 0.11489987373352051, 0.11510896682739258, 0.11524391174316406, 0.12136697769165039, 0.12139892578125, 0.12215304374694824, 0.12332296371459961, 0.12398695945739746, 0.1247708797454834, 0.12562084197998047, 0.12659001350402832, 0.12746596336364746, 0.12818384170532227, 0.12906193733215332, 0.12971091270446777, 0.13052701950073242, 0.1314699649810791, 0.13271594047546387, 0.13300204277038574, 0.1339728832244873, 0.13469386100769043, 0.13558483123779297, 0.136383056640625, 0.1372699737548828, 0.1383199691772461, 0.13957905769348145, 0.13977503776550293, 0.14069700241088867, 0.14190292358398438, 0.1423349380493164, 0.14325785636901855, 0.14396190643310547, 0.14487290382385254, 0.15053486824035645, 0.15083789825439453, 0.1518399715423584, 0.157120943069458, 0.15746593475341797, 0.15839600563049316, 0.15917396545410156, 0.16010689735412598, 0.16145706176757812, 0.16229486465454102, 0.16261005401611328, 0.16344285011291504, 0.16423487663269043, 0.16575884819030762, 0.1660170555114746, 0.1668410301208496, 1.0779519081115723, 1.1153578758239746, 1.1155319213867188, 1.1163640022277832, 1.1170308589935303, 1.1170909404754639, 1.1183829307556152, 1.119107961654663, 1.1191458702087402, 1.1204309463500977, 1.1204960346221924, 1.1211519241333008, 1.1212668418884277, 1.1223118305206299, 1.1230800151824951]",0.3607096346941861,0.41014565826406396,1.1230800151824951,0.06754088401794434,1732187511.66103,1732187511.66103,192.168.1.7,103.53.14.0
"('103.53.14.0', 80, '192.168.1.7', 58700)",1.086305856704712,150,0,191760,0,1304,123,0,0,0,inf,0,0,0,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1278.4,0,0,1278.4,150,0,0,0,0,0,0,0,0,0,0,0,0,1.0862555446190891,0,1.086305856704712,0.07044792175292969,"[0.07044792175292969, 0.07044792175292969, 0.07809901237487793, 0.07809901237487793, 0.07809901237487793, 0.07835793495178223, 0.07835793495178223, 0.07849287986755371, 0.07849287986755371, 0.08460187911987305, 0.08460187911987305, 0.08464503288269043, 0.0853888988494873, 0.0853888988494873, 0.08656907081604004, 0.08656907081604004, 0.08723592758178711, 0.08723592758178711, 0.08801698684692383, 0.08801698684692383, 0.08886504173278809, 0.08886504173278809, 0.08983397483825684, 0.08983397483825684, 0.09070992469787598, 0.09070992469787598, 0.09142708778381348, 0.09142708778381348, 0.09230899810791016, 0.09230899810791016, 0.09295797348022461, 0.09295797348022461, 0.09377098083496094, 0.09377098083496094, 0.09471392631530762, 0.09471392631530762, 0.09596085548400879, 0.09596085548400879, 0.09625005722045898, 0.09625005722045898, 0.09718704223632812, 0.09718704223632812, 0.09792804718017578, 0.09792804718017578, 0.09882688522338867, 0.09882688522338867, 0.09961795806884766, 0.09961795806884766, 0.1005098819732666, 0.1005098819732666, 0.1015620231628418, 0.1015620231628418, 0.10282301902770996, 0.10282301902770996, 0.10302400588989258, 0.10302400588989258, 0.10393786430358887, 0.10393786430358887, 0.10513591766357422, 0.10513591766357422, 0.10557889938354492, 0.10557889938354492, 0.10650086402893066, 0.10650086402893066, 0.1072080135345459, 0.1072080135345459, 0.10811400413513184, 0.10811400413513184, 0.11377096176147461, 0.11377096176147461, 0.11408686637878418, 0.11408686637878418, 0.11506104469299316, 0.11506104469299316, 0.1203460693359375, 0.1203460693359375, 0.12069106101989746, 0.12069106101989746, 0.12161898612976074, 0.12161898612976074, 0.1223900318145752, 0.1223900318145752, 0.12333297729492188, 0.12333297729492188, 0.12468290328979492, 0.12468290328979492, 0.1255350112915039, 0.1255350112915039, 0.12585902214050293, 0.12585902214050293, 0.12669086456298828, 0.12669086456298828, 0.12748408317565918, 0.12748408317565918, 0.12900590896606445, 0.12900590896606445, 0.12926793098449707, 0.12926793098449707, 0.13008689880371094, 0.13008689880371094, 1.0785598754882812, 1.0785598754882812, 1.0785598754882812, 1.0785598754882812, 1.0785598754882812, 1.0787739753723145, 1.0787739753723145, 1.0787739753723145, 1.0787739753723145, 1.0787739753723145, 1.0795669555664062, 1.0795669555664062, 1.0795669555664062, 1.0795669555664062, 1.0796589851379395, 1.0802600383758545, 1.0803239345550537, 1.0803239345550537, 1.0803239345550537, 1.0803239345550537, 1.0815930366516113, 1.0815930366516113, 1.0815930366516113, 1.0815930366516113, 1.0816800594329834, 1.0823309421539307, 1.0823309421539307, 1.0823309421539307, 1.0823910236358643, 1.0823910236358643, 1.0836420059204102, 1.0836420059204102, 1.0836420059204102, 1.0837299823760986, 1.0837299823760986, 1.0843839645385742, 1.0843839645385742, 1.0843839645385742, 1.0843839645385742, 1.0844838619232178, 1.085536003112793, 1.085536003112793, 1.085536003112793, 1.085536003112793, 1.085536003112793, 1.086305856704712, 1.086305856704712, 1.086305856704712, 1.086305856704712]",0.4250052407283911,0.46010597261767755,1.086305856704712,0.07044792175292969,1732187511.697772,1732187511.697772,103.53.14.0,192.168.1.7
"('192.168.1.7', 62695, '142.250.194.206', 443)",1.6827130317687988,29,0,13666,0,1292,71,0,0,0,inf,0,0,0,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471.2413793103448,0,0,471.2413793103448,29,0,0,0,0,0,0,0,0,0,0,0,0,1.6378387844692632,0,1.6827130317687988,0.00010395050048828125,"[0.00010395050048828125, 0.00015401840209960938, 0.01192784309387207, 0.24646592140197754, 0.3506460189819336, 0.3621828556060791, 0.40157294273376465, 0.4017620086669922, 0.4018118381500244, 0.4182000160217285, 0.57682204246521, 0.5869429111480713, 0.6355438232421875, 0.6357789039611816, 0.6530709266662598, 0.8551080226898193, 1.0046489238739014, 1.0755398273468018, 1.0756230354309082, 1.087735891342163, 1.2920408248901367, 1.4389979839324951, 1.4439678192138672, 1.5270240306854248, 1.527068853378296, 1.5419068336486816, 1.6704180240631104, 1.6827130317687988]",0.8180635401180812,0.5302669366987515,1.6827130317687988,0.00010395050048828125,1732187511.773966,1732187511.773966,192.168.1.7,142.250.194.206
"('142.250.194.206', 443, '192.168.1.7', 62695)",1.6707031726837158,21,0,4971,0,1292,64,0,0,0,inf,0,0,0,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.71428571428572,0,0,236.71428571428572,21,0,0,0,0,0,0,0,0,0,0,0,0,1.5597502687089673,0,1.6707031726837158,0.024715185165405273,"[0.024715185165405273, 0.27014899253845215, 0.3413560390472412, 0.3413560390472412, 0.34884119033813477, 0.3748941421508789, 0.40063905715942383, 0.42662620544433594, 0.5762691497802734, 0.6351721286773682, 0.8784630298614502, 0.9897840023040771, 0.9977262020111084, 1.0299041271209717, 1.0750300884246826, 1.3159620761871338, 1.4357120990753174, 1.4370851516723633, 1.5273070335388184, 1.6707031726837158]",0.8048847556114197,0.4814307533291348,1.6707031726837158,0.024715185165405273,1732187511.780722,1732187511.780722,142.250.194.206,192.168.1.7
"('34.211.66.171', 443, '192.168.1.7', 58708)",1.1832499504089355,16,0,6941,0,1304,54,0,0,0,inf,0,0,0,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.8125,0,0,433.8125,16,0,0,0,0,0,0,0,0,0,0,0,0,1.1053558255080134,0,1.1832499504089355,0.28983306884765625,"[0.28983306884765625, 0.28983306884765625, 0.28983306884765625, 0.28983306884765625, 0.28983306884765625, 0.28983306884765625, 0.588731050491333, 0.588731050491333, 0.588731050491333, 0.8811080455780029, 0.8811080455780029, 0.8960540294647217, 0.8960540294647217, 1.1832499504089355, 1.1832499504089355]",0.6284010410308838,0.32446913406191263,1.1832499504089355,0.28983306884765625,1732187511.935453,1732187511.935453,34.211.66.171,192.168.1.7
"('192.168.1.7', 58709, '35.81.97.94', 443)",1.3189771175384521,13,0,2347,0,794,54,0,0,0,inf,0,0,0,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.53846153846155,0,0,180.53846153846155,13,0,0,0,0,0,0,0,0,0,0,0,0,1.1553703889949247,0,1.3189771175384521,0.2562999725341797,"[0.2562999725341797, 0.25689101219177246, 0.513491153717041, 0.5213689804077148, 0.786776065826416, 0.7919180393218994, 0.7919940948486328, 0.7920420169830322, 0.7921080589294434, 1.0614869594573975, 1.062380075454712, 1.3189771175384521]",0.7454777956008911,0.3057250244732564,1.3189771175384521,0.2562999725341797,1732187512.838286,1732187512.838286,192.168.1.7,35.81.97.94
"('35.81.97.94', 443, '192.168.1.7', 58709)",1.0625810623168945,16,0,6941,0,1304,54,0,0,0,inf,0,0,0,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.8125,0,0,433.8125,16,0,0,0,0,0,0,0,0,0,0,0,0,0.9928046838685987,0,1.0625810623168945,0.2571370601654053,"[0.2571370601654053, 0.2571370601654053, 0.2571370601654053, 0.2571370601654053, 0.2571370601654053, 0.2571370601654053, 0.5304210186004639, 0.5304210186004639, 0.5304210186004639, 0.7927310466766357, 0.7927310466766357, 0.805138111114502, 0.805138111114502, 1.0625810623168945, 1.0625810623168945]",0.5636657238006592,0.2928557395742615,1.0625810623168945,0.2571370601654053,1732187513.094529,1732187513.094529,35.81.97.94,192.168.1.7
"('192.168.1.7', 58367, '23.1.12.109', 443)",0.004522800445556641,2,0,108,0,54,54,0,0,0,inf,0,0,0,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022614002227783203,0,0.004522800445556641,0.004522800445556641,[0.004522800445556641],0.004522800445556641,0.0,0.004522800445556641,0.004522800445556641,1732187513.581844,1732187513.581844,192.168.1.7,23.1.12.109
"('23.1.12.109', 443, '192.168.1.7', 58367)",0.0,2,0,132,0,78,54,0,0,0,inf,0,0,0,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,inf,[],0.0,0.0,0.0,inf,1732187513.586334,1732187513.586334,23.1.12.109,192.168.1.7
"('192.168.1.7', 58371, '23.1.12.109', 443)",0.013760089874267578,2,0,108,0,54,54,0,0,0,inf,0,0,0,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006880044937133789,0,0.013760089874267578,0.013760089874267578,[0.013760089874267578],0.013760089874267578,0.0,0.013760089874267578,0.013760089874267578,1732187513.659922,1732187513.659922,192.168.1.7,23.1.12.109
"('23.1.12.109', 443, '192.168.1.7', 58371)",0.0,2,0,132,0,78,54,0,0,0,inf,0,0,0,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,inf,[],0.0,0.0,0.0,inf,1732187513.673596,1732187513.673596,23.1.12.109,192.168.1.7
"('13.107.137.11', 443, '192.168.1.7', 58540)",0.0,1,0,54,0,54,54,0,0,0,inf,0,0,0,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,inf,0,0,0,0,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,inf,[],0.0,0.0,0.0,inf,1732187514.587344,1732187514.587344,13.107.137.11,192.168.1.7
